	artist_name	track_name	uri	plays	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	track_href	analysis_url	duration_ms	time_signature	0_y	User
0	"""Weird Al"" Yankovic"	"Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)"	spotify:track:5eZaT21ZVGyGHJ8kcwaNxA	1	0.59	0.635	4.0	-10.261	0.0	0.13	0.0101	0.0	0.0808	0.567	192.042	audio_features	5eZaT21ZVGyGHJ8kcwaNxA	https://api.spotify.com/v1/tracks/5eZaT21ZVGyGHJ8kcwaNxA	https://api.spotify.com/v1/audio-analysis/5eZaT21ZVGyGHJ8kcwaNxA	176800.0	4.0		Sean
1	$NOT	GOSHA	spotify:track:0j8ppsOOawdPCJnSTcXgOy	1	0.847	0.448	0.0	-10.14	1.0	0.416	0.81	1.35e-05	0.325	0.488	79.975	audio_features	0j8ppsOOawdPCJnSTcXgOy	https://api.spotify.com/v1/tracks/0j8ppsOOawdPCJnSTcXgOy	https://api.spotify.com/v1/audio-analysis/0j8ppsOOawdPCJnSTcXgOy	120000.0	4.0		Sean
2	&TEAM	Scent of you	spotify:track:5ZYkN3JL30YiLogzEy38Sc	1	0.787	0.712	1.0	-4.293	1.0	0.05	0.0752	0.0	0.0374	0.813	93.971	audio_features	5ZYkN3JL30YiLogzEy38Sc	https://api.spotify.com/v1/tracks/5ZYkN3JL30YiLogzEy38Sc	https://api.spotify.com/v1/audio-analysis/5ZYkN3JL30YiLogzEy38Sc	179040.0	4.0		Sean
3	(G)I-DLE	ALREADY	spotify:track:1hQtfLmNABXQMSjjYRXqAX	1	0.663	0.762	2.0	-4.568	0.0	0.174	0.571	7.84e-06	0.161	0.662	91.832	audio_features	1hQtfLmNABXQMSjjYRXqAX	https://api.spotify.com/v1/tracks/1hQtfLmNABXQMSjjYRXqAX	https://api.spotify.com/v1/audio-analysis/1hQtfLmNABXQMSjjYRXqAX	201547.0	4.0		Sean
4	(G)I-DLE	Allergy	spotify:track:38MKW2tQHtyO8djIOKlEFF	2	0.591	0.92	5.0	-3.699	1.0	0.185	0.0524	0.0	0.0467	0.545	165.087	audio_features	38MKW2tQHtyO8djIOKlEFF	https://api.spotify.com/v1/tracks/38MKW2tQHtyO8djIOKlEFF	https://api.spotify.com/v1/audio-analysis/38MKW2tQHtyO8djIOKlEFF	162787.0	4.0		Sean
5	(G)I-DLE	Allergy	spotify:track:38MKW2tQHtyO8djIOKlEFF	2	0.591	0.92	5.0	-3.699	1.0	0.185	0.0524	0.0	0.0467	0.545	165.087	audio_features	38MKW2tQHtyO8djIOKlEFF	https://api.spotify.com/v1/tracks/38MKW2tQHtyO8djIOKlEFF	https://api.spotify.com/v1/audio-analysis/38MKW2tQHtyO8djIOKlEFF	162787.0	4.0		Sean
6	(G)I-DLE	Eyes Roll	spotify:track:79yymC6QQaZ81jR2UYcPfy	2	0.792	0.826	2.0	-6.004	0.0	0.142	0.0807	0.0	0.0694	0.555	120.004	audio_features	79yymC6QQaZ81jR2UYcPfy	https://api.spotify.com/v1/tracks/79yymC6QQaZ81jR2UYcPfy	https://api.spotify.com/v1/audio-analysis/79yymC6QQaZ81jR2UYcPfy	197667.0	4.0		Sean
7	(G)I-DLE	Eyes Roll	spotify:track:79yymC6QQaZ81jR2UYcPfy	2	0.792	0.826	2.0	-6.004	0.0	0.142	0.0807	0.0	0.0694	0.555	120.004	audio_features	79yymC6QQaZ81jR2UYcPfy	https://api.spotify.com/v1/tracks/79yymC6QQaZ81jR2UYcPfy	https://api.spotify.com/v1/audio-analysis/79yymC6QQaZ81jR2UYcPfy	197667.0	4.0		Sean
8	(G)I-DLE	Flip It	spotify:track:0W3ekPhkpDFjAym6E5RdPM	1	0.884	0.716	11.0	-5.687	1.0	0.0649	0.0212	2.07e-06	0.223	0.521	132.018	audio_features	0W3ekPhkpDFjAym6E5RdPM	https://api.spotify.com/v1/tracks/0W3ekPhkpDFjAym6E5RdPM	https://api.spotify.com/v1/audio-analysis/0W3ekPhkpDFjAym6E5RdPM	176573.0	4.0		Sean
9	(G)I-DLE	Help Me	spotify:track:7lZqVyqbMtx4O1lrJCvRH0	1	0.778	0.688	4.0	-5.133	1.0	0.0324	0.144	1.22e-05	0.372	0.426	117.513	audio_features	7lZqVyqbMtx4O1lrJCvRH0	https://api.spotify.com/v1/tracks/7lZqVyqbMtx4O1lrJCvRH0	https://api.spotify.com/v1/audio-analysis/7lZqVyqbMtx4O1lrJCvRH0	238630.0	4.0		Sean
10	(G)I-DLE	I DO	spotify:track:6SePnvTZkIXZznc8Ftc6vM	35	0.665	0.683	1.0	-4.419	0.0	0.0307	0.012	0.0	0.12	0.543	110.973	audio_features	6SePnvTZkIXZznc8Ftc6vM	https://api.spotify.com/v1/tracks/6SePnvTZkIXZznc8Ftc6vM	https://api.spotify.com/v1/audio-analysis/6SePnvTZkIXZznc8Ftc6vM	190114.0	4.0		Sean
11	(G)I-DLE	I DO	spotify:track:6SePnvTZkIXZznc8Ftc6vM	35	0.665	0.683	1.0	-4.419	0.0	0.0307	0.012	0.0	0.12	0.543	110.973	audio_features	6SePnvTZkIXZznc8Ftc6vM	https://api.spotify.com/v1/tracks/6SePnvTZkIXZznc8Ftc6vM	https://api.spotify.com/v1/audio-analysis/6SePnvTZkIXZznc8Ftc6vM	190114.0	4.0		Sean
12	(G)I-DLE	I Want That	spotify:track:34pKV56b6d7Nz1l6av1nZ1	1	0.8	0.87	0.0	-5.787	0.0	0.0832	0.0693	0.000584	0.0742	0.434	120.06	audio_features	34pKV56b6d7Nz1l6av1nZ1	https://api.spotify.com/v1/tracks/34pKV56b6d7Nz1l6av1nZ1	https://api.spotify.com/v1/audio-analysis/34pKV56b6d7Nz1l6av1nZ1	171667.0	4.0		Sean
13	(G)I-DLE	MY BAG	spotify:track:1t8sqIScEIP0B4bQzBuI2P	1	0.838	0.823	8.0	-3.929	0.0	0.164	0.0864	7.12e-05	0.156	0.759	94.024	audio_features	1t8sqIScEIP0B4bQzBuI2P	https://api.spotify.com/v1/tracks/1t8sqIScEIP0B4bQzBuI2P	https://api.spotify.com/v1/audio-analysis/1t8sqIScEIP0B4bQzBuI2P	160520.0	4.0		Sean
14	(G)I-DLE	Queencard	spotify:track:4uOBL4DDWWVx4RhYKlPbPC	84	0.815	0.834	4.0	-2.828	0.0	0.0475	0.0327	0.000268	0.27	0.692	129.989	audio_features	4uOBL4DDWWVx4RhYKlPbPC	https://api.spotify.com/v1/tracks/4uOBL4DDWWVx4RhYKlPbPC	https://api.spotify.com/v1/audio-analysis/4uOBL4DDWWVx4RhYKlPbPC	161240.0	4.0		Sean
15	(G)I-DLE	Queencard	spotify:track:4uOBL4DDWWVx4RhYKlPbPC	84	0.815	0.834	4.0	-2.828	0.0	0.0475	0.0327	0.000268	0.27	0.692	129.989	audio_features	4uOBL4DDWWVx4RhYKlPbPC	https://api.spotify.com/v1/tracks/4uOBL4DDWWVx4RhYKlPbPC	https://api.spotify.com/v1/audio-analysis/4uOBL4DDWWVx4RhYKlPbPC	161240.0	4.0		Sean
16	(G)I-DLE	TOMBOY	spotify:track:0IGUXY4JbK18bu9oD4mPIm	6	0.755	0.87	1.0	-2.414	0.0	0.0936	0.00988	0.0	0.0917	0.645	124.032	audio_features	0IGUXY4JbK18bu9oD4mPIm	https://api.spotify.com/v1/tracks/0IGUXY4JbK18bu9oD4mPIm	https://api.spotify.com/v1/audio-analysis/0IGUXY4JbK18bu9oD4mPIm	174387.0	4.0		Sean
17	(G)I-DLE	TOMBOY	spotify:track:0IGUXY4JbK18bu9oD4mPIm	6	0.755	0.87	1.0	-2.414	0.0	0.0936	0.00988	0.0	0.0917	0.645	124.032	audio_features	0IGUXY4JbK18bu9oD4mPIm	https://api.spotify.com/v1/tracks/0IGUXY4JbK18bu9oD4mPIm	https://api.spotify.com/v1/audio-analysis/0IGUXY4JbK18bu9oD4mPIm	174387.0	4.0		Sean
18	*NSYNC	Bye Bye Bye	spotify:track:62bOmKYxYg7dhrC6gH9vFn	1	0.61	0.926	8.0	-4.843	0.0	0.0479	0.031	0.0012	0.0821	0.861	172.638	audio_features	62bOmKYxYg7dhrC6gH9vFn	https://api.spotify.com/v1/tracks/62bOmKYxYg7dhrC6gH9vFn	https://api.spotify.com/v1/audio-analysis/62bOmKYxYg7dhrC6gH9vFn	200400.0	4.0		Sean
19	03 Greedo	Beg Your Pardon (feat. Maxo Kream)	spotify:track:4zia8clWmDQUwhy5ecHchP	1	0.762	0.741	1.0	-7.106	0.0	0.335	0.103	0.0	0.104	0.668	170.075	audio_features	4zia8clWmDQUwhy5ecHchP	https://api.spotify.com/v1/tracks/4zia8clWmDQUwhy5ecHchP	https://api.spotify.com/v1/audio-analysis/4zia8clWmDQUwhy5ecHchP	158253.0	4.0		Sean
20	070 Shake	Guilty Conscience	spotify:track:0smgkpVia3VCXgY4qhVJvp	3	0.539	0.638	7.0	-6.049	1.0	0.136	0.00676	0.0	0.123	0.222	179.822	audio_features	0smgkpVia3VCXgY4qhVJvp	https://api.spotify.com/v1/tracks/0smgkpVia3VCXgY4qhVJvp	https://api.spotify.com/v1/audio-analysis/0smgkpVia3VCXgY4qhVJvp	213333.0	4.0		Sean
21	070 Shake	Guilty Conscience	spotify:track:0smgkpVia3VCXgY4qhVJvp	3	0.539	0.638	7.0	-6.049	1.0	0.136	0.00676	0.0	0.123	0.222	179.822	audio_features	0smgkpVia3VCXgY4qhVJvp	https://api.spotify.com/v1/tracks/0smgkpVia3VCXgY4qhVJvp	https://api.spotify.com/v1/audio-analysis/0smgkpVia3VCXgY4qhVJvp	213333.0	4.0		Sean
22	10cm	But it's Destiny	spotify:track:7adtedpznNgg9UtDS3VR5Q	88	0.474	0.461	0.0	-6.292	0.0	0.0328	0.229	0.0	0.111	0.116	73.994	audio_features	7adtedpznNgg9UtDS3VR5Q	https://api.spotify.com/v1/tracks/7adtedpznNgg9UtDS3VR5Q	https://api.spotify.com/v1/audio-analysis/7adtedpznNgg9UtDS3VR5Q	231871.0	4.0		Sean
23	10cm	But it's Destiny	spotify:track:7adtedpznNgg9UtDS3VR5Q	88	0.474	0.461	0.0	-6.292	0.0	0.0328	0.229	0.0	0.111	0.116	73.994	audio_features	7adtedpznNgg9UtDS3VR5Q	https://api.spotify.com/v1/tracks/7adtedpznNgg9UtDS3VR5Q	https://api.spotify.com/v1/audio-analysis/7adtedpznNgg9UtDS3VR5Q	231871.0	4.0		Sean
24	10cm	Drawer	spotify:track:1OQ3PoRZRtE7RH0NIh3p1O	3	0.359	0.469	7.0	-8.06	1.0	0.0326	0.745	0.0	0.101	0.259	84.366	audio_features	1OQ3PoRZRtE7RH0NIh3p1O	https://api.spotify.com/v1/tracks/1OQ3PoRZRtE7RH0NIh3p1O	https://api.spotify.com/v1/audio-analysis/1OQ3PoRZRtE7RH0NIh3p1O	237267.0	4.0		Sean
25	10cm	Drawer	spotify:track:1OQ3PoRZRtE7RH0NIh3p1O	3	0.359	0.469	7.0	-8.06	1.0	0.0326	0.745	0.0	0.101	0.259	84.366	audio_features	1OQ3PoRZRtE7RH0NIh3p1O	https://api.spotify.com/v1/tracks/1OQ3PoRZRtE7RH0NIh3p1O	https://api.spotify.com/v1/audio-analysis/1OQ3PoRZRtE7RH0NIh3p1O	237267.0	4.0		Sean
26	10cm	Phonecert	spotify:track:47CcHKISaUPsK4QkO9ERFc	93	0.858	0.481	9.0	-3.649	1.0	0.104	0.391	0.0	0.128	0.773	107.96	audio_features	47CcHKISaUPsK4QkO9ERFc	https://api.spotify.com/v1/tracks/47CcHKISaUPsK4QkO9ERFc	https://api.spotify.com/v1/audio-analysis/47CcHKISaUPsK4QkO9ERFc	197504.0	4.0		Sean
27	10cm	Phonecert	spotify:track:47CcHKISaUPsK4QkO9ERFc	93	0.858	0.481	9.0	-3.649	1.0	0.104	0.391	0.0	0.128	0.773	107.96	audio_features	47CcHKISaUPsK4QkO9ERFc	https://api.spotify.com/v1/tracks/47CcHKISaUPsK4QkO9ERFc	https://api.spotify.com/v1/audio-analysis/47CcHKISaUPsK4QkO9ERFc	197504.0	4.0		Sean
28	10cm	Phonecert	spotify:track:47CcHKISaUPsK4QkO9ERFc	93	0.858	0.481	9.0	-3.649	1.0	0.104	0.391	0.0	0.128	0.773	107.96	audio_features	47CcHKISaUPsK4QkO9ERFc	https://api.spotify.com/v1/tracks/47CcHKISaUPsK4QkO9ERFc	https://api.spotify.com/v1/audio-analysis/47CcHKISaUPsK4QkO9ERFc	197504.0	4.0		Sean
29	10cm	Sleepless in Seoul (Feat. LEE SUHYUN)	spotify:track:2bPHxBNkKpnehnmEBYuW9n	3	0.531	0.416	5.0	-6.47	1.0	0.0542	0.704	0.0	0.106	0.321	174.788	audio_features	2bPHxBNkKpnehnmEBYuW9n	https://api.spotify.com/v1/tracks/2bPHxBNkKpnehnmEBYuW9n	https://api.spotify.com/v1/audio-analysis/2bPHxBNkKpnehnmEBYuW9n	257453.0	3.0		Sean
30	10cm	Sleepless in Seoul (Feat. LEE SUHYUN)	spotify:track:2bPHxBNkKpnehnmEBYuW9n	3	0.531	0.416	5.0	-6.47	1.0	0.0542	0.704	0.0	0.106	0.321	174.788	audio_features	2bPHxBNkKpnehnmEBYuW9n	https://api.spotify.com/v1/tracks/2bPHxBNkKpnehnmEBYuW9n	https://api.spotify.com/v1/audio-analysis/2bPHxBNkKpnehnmEBYuW9n	257453.0	3.0		Sean
31	10cm	Where Is Dream	spotify:track:73qCPgwpFwAe9L2Qt0Drh1	120	0.76	0.659	0.0	-3.001	1.0	0.0361	0.372	0.0	0.153	0.823	95.01	audio_features	73qCPgwpFwAe9L2Qt0Drh1	https://api.spotify.com/v1/tracks/73qCPgwpFwAe9L2Qt0Drh1	https://api.spotify.com/v1/audio-analysis/73qCPgwpFwAe9L2Qt0Drh1	183320.0	4.0		Sean
32	10cm	Where Is Dream	spotify:track:73qCPgwpFwAe9L2Qt0Drh1	120	0.76	0.659	0.0	-3.001	1.0	0.0361	0.372	0.0	0.153	0.823	95.01	audio_features	73qCPgwpFwAe9L2Qt0Drh1	https://api.spotify.com/v1/tracks/73qCPgwpFwAe9L2Qt0Drh1	https://api.spotify.com/v1/audio-analysis/73qCPgwpFwAe9L2Qt0Drh1	183320.0	4.0		Sean
33	10cm	봄이 좋냐?? What The Spring??	spotify:track:1fr9b1MIyas7cpt1QY3h9d	1	0.865	0.37	1.0	-5.739	1.0	0.0327	0.597	0.0	0.117	0.841	94.027	audio_features	1fr9b1MIyas7cpt1QY3h9d	https://api.spotify.com/v1/tracks/1fr9b1MIyas7cpt1QY3h9d	https://api.spotify.com/v1/audio-analysis/1fr9b1MIyas7cpt1QY3h9d	205752.0	4.0		Sean
34	1415	Photographs	spotify:track:4av9zuT1wEaiGm2rrfJvas	1	0.628	0.552	1.0	-6.916	1.0	0.0397	0.672	0.0	0.108	0.237	147.858	audio_features	4av9zuT1wEaiGm2rrfJvas	https://api.spotify.com/v1/tracks/4av9zuT1wEaiGm2rrfJvas	https://api.spotify.com/v1/audio-analysis/4av9zuT1wEaiGm2rrfJvas	219142.0	4.0		Sean
35	14?	Choosing	spotify:track:2fQJw4pqQGhgmyQvmG2cW1	2	0.764	0.474	1.0	-7.125	1.0	0.0742	0.329	0.893	0.111	0.54	89.996	audio_features	2fQJw4pqQGhgmyQvmG2cW1	https://api.spotify.com/v1/tracks/2fQJw4pqQGhgmyQvmG2cW1	https://api.spotify.com/v1/audio-analysis/2fQJw4pqQGhgmyQvmG2cW1	154305.0	4.0		Sean
36	14?	Choosing	spotify:track:2fQJw4pqQGhgmyQvmG2cW1	2	0.764	0.474	1.0	-7.125	1.0	0.0742	0.329	0.893	0.111	0.54	89.996	audio_features	2fQJw4pqQGhgmyQvmG2cW1	https://api.spotify.com/v1/tracks/2fQJw4pqQGhgmyQvmG2cW1	https://api.spotify.com/v1/audio-analysis/2fQJw4pqQGhgmyQvmG2cW1	154305.0	4.0		Sean
37	14?	Dreamland	spotify:track:48UcSLQvELjnLUE0t2iGiA	1	0.649	0.814	6.0	-4.764	1.0	0.292	0.306	0.0	0.108	0.729	92.853	audio_features	48UcSLQvELjnLUE0t2iGiA	https://api.spotify.com/v1/tracks/48UcSLQvELjnLUE0t2iGiA	https://api.spotify.com/v1/audio-analysis/48UcSLQvELjnLUE0t2iGiA	268893.0	4.0		Sean
38	2 Chainz	4 AM	spotify:track:1nX9KhK3Fff27SnrIor2Yb	1	0.796	0.5	1.0	-7.21	1.0	0.425	0.118	0.0	0.155	0.227	75.012	audio_features	1nX9KhK3Fff27SnrIor2Yb	https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb	https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb	255560.0	4.0		Sean
39	2 Chainz	It's A Vibe	spotify:track:6H0AwSQ20mo62jGlPGB8S6	1	0.822	0.502	7.0	-7.38	1.0	0.148	0.0312	0.000887	0.114	0.525	73.003	audio_features	6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6	210200.0	4.0		Sean
40	2 Chainz	It's A Vibe	spotify:track:6H0AwSQ20mo62jGlPGB8S6	1	0.822	0.502	7.0	-7.38	1.0	0.148	0.0312	0.000887	0.114	0.525	73.003	audio_features	6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6	https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6	210200.0	4.0		Sean
41	2 Chainz	No Lie	spotify:track:6j9iyrrmqWlQZ5SD1hSTaq	1	0.634	0.665	6.0	-5.984	0.0	0.176	0.0172	0.0	0.365	0.611	131.108	audio_features	6j9iyrrmqWlQZ5SD1hSTaq	https://api.spotify.com/v1/tracks/6j9iyrrmqWlQZ5SD1hSTaq	https://api.spotify.com/v1/audio-analysis/6j9iyrrmqWlQZ5SD1hSTaq	237827.0	4.0		Sean
42	2 Chainz	U Da Realest	spotify:track:2I3VoovnXODv5W8FRwv836	1	0.724	0.735	8.0	-5.195	0.0	0.242	0.0896	0.0	0.109	0.579	132.03	audio_features	2I3VoovnXODv5W8FRwv836	https://api.spotify.com/v1/tracks/2I3VoovnXODv5W8FRwv836	https://api.spotify.com/v1/audio-analysis/2I3VoovnXODv5W8FRwv836	281827.0	4.0		Sean
43	21 Savage	Bank Account	spotify:track:5eqK0tbzUPo2SoeZsov04s	31	0.884	0.347	8.0	-8.227	0.0	0.35	0.015	7e-06	0.0871	0.376	75.016	audio_features	5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/audio-analysis/5eqK0tbzUPo2SoeZsov04s	220307.0	4.0		Sean
44	21 Savage	Bank Account	spotify:track:5eqK0tbzUPo2SoeZsov04s	31	0.884	0.347	8.0	-8.227	0.0	0.35	0.015	7e-06	0.0871	0.376	75.016	audio_features	5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s	https://api.spotify.com/v1/audio-analysis/5eqK0tbzUPo2SoeZsov04s	220307.0	4.0		Sean
45	21 Savage	Ghostface Killers (feat. Travis Scott)	spotify:track:5u6vkDnOyaf8LsteDAj2ub	8	0.782	0.435	2.0	-7.033	1.0	0.156	0.333	1.31e-05	0.342	0.242	82.996	audio_features	5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub	268933.0	4.0		Sean
46	21 Savage	Ghostface Killers (feat. Travis Scott)	spotify:track:5u6vkDnOyaf8LsteDAj2ub	8	0.782	0.435	2.0	-7.033	1.0	0.156	0.333	1.31e-05	0.342	0.242	82.996	audio_features	5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub	https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub	268933.0	4.0		Sean
47	21 Savage	Glock In My Lap	spotify:track:6pcywuOeGGWeOQzdUyti6k	20	0.847	0.733	10.0	-6.439	0.0	0.16	0.00574	1.04e-05	0.151	0.202	130.029	audio_features	6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k	193591.0	4.0		Sean
48	21 Savage	Glock In My Lap	spotify:track:6pcywuOeGGWeOQzdUyti6k	20	0.847	0.733	10.0	-6.439	0.0	0.16	0.00574	1.04e-05	0.151	0.202	130.029	audio_features	6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k	https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k	193591.0	4.0		Sean
49	21 Savage	Mr. Right Now (feat. Drake)	spotify:track:4Q34FP1AT7GEl9oLgNtiWj	5	0.647	0.667	5.0	-5.563	1.0	0.304	0.231	0.0	0.133	0.704	172.08	audio_features	4Q34FP1AT7GEl9oLgNtiWj	https://api.spotify.com/v1/tracks/4Q34FP1AT7GEl9oLgNtiWj	https://api.spotify.com/v1/audio-analysis/4Q34FP1AT7GEl9oLgNtiWj	193839.0	4.0		Sean
50	21 Savage	Mr. Right Now (feat. Drake)	spotify:track:4Q34FP1AT7GEl9oLgNtiWj	5	0.647	0.667	5.0	-5.563	1.0	0.304	0.231	0.0	0.133	0.704	172.08	audio_features	4Q34FP1AT7GEl9oLgNtiWj	https://api.spotify.com/v1/tracks/4Q34FP1AT7GEl9oLgNtiWj	https://api.spotify.com/v1/audio-analysis/4Q34FP1AT7GEl9oLgNtiWj	193839.0	4.0		Sean
51	21 Savage	No Heart	spotify:track:4gmmRb6bZJffOOiww1JGTO	2	0.906	0.444	4.0	-8.692	0.0	0.384	0.136	6.44e-05	0.173	0.678	140.063	audio_features	4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO	235040.0	4.0		Sean
52	21 Savage	No Heart	spotify:track:4gmmRb6bZJffOOiww1JGTO	2	0.906	0.444	4.0	-8.692	0.0	0.384	0.136	6.44e-05	0.173	0.678	140.063	audio_features	4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO	235040.0	4.0		Sean
53	21 Savage	No Heart	spotify:track:4gmmRb6bZJffOOiww1JGTO	2	0.906	0.444	4.0	-8.692	0.0	0.384	0.136	6.44e-05	0.173	0.678	140.063	audio_features	4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO	https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO	235040.0	4.0		Sean
54	21 Savage	RIP Luv	spotify:track:1wGnp7ejkCuXRsehXx0PNP	1	0.63	0.399	5.0	-9.869	0.0	0.178	0.105	0.174	0.234	0.0657	183.016	audio_features	1wGnp7ejkCuXRsehXx0PNP	https://api.spotify.com/v1/tracks/1wGnp7ejkCuXRsehXx0PNP	https://api.spotify.com/v1/audio-analysis/1wGnp7ejkCuXRsehXx0PNP	214192.0	3.0		Sean
55	21 Savage	Rich Nigga Shit (feat. Young Thug)	spotify:track:3ruoIF2UnoXdzK8mR61ebq	19	0.825	0.733	1.0	-5.625	0.0	0.0969	0.349	0.0	0.112	0.62	97.974	audio_features	3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/audio-analysis/3ruoIF2UnoXdzK8mR61ebq	190331.0	4.0		Sean
56	21 Savage	Rich Nigga Shit (feat. Young Thug)	spotify:track:3ruoIF2UnoXdzK8mR61ebq	19	0.825	0.733	1.0	-5.625	0.0	0.0969	0.349	0.0	0.112	0.62	97.974	audio_features	3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq	https://api.spotify.com/v1/audio-analysis/3ruoIF2UnoXdzK8mR61ebq	190331.0	4.0		Sean
57	21 Savage	Runnin	spotify:track:5SWnsxjhdcEDc7LJjq9UHk	22	0.819	0.626	10.0	-4.574	0.0	0.202	0.00748	0.101	0.167	0.415	143.01	audio_features	5SWnsxjhdcEDc7LJjq9UHk	https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk	https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk	195906.0	4.0		Sean
58	21 Savage	Runnin	spotify:track:5SWnsxjhdcEDc7LJjq9UHk	22	0.819	0.626	10.0	-4.574	0.0	0.202	0.00748	0.101	0.167	0.415	143.01	audio_features	5SWnsxjhdcEDc7LJjq9UHk	https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk	https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk	195906.0	4.0		Sean
59	21 Savage	Said N Done	spotify:track:11XegnWeJHBDtj9IsNwngu	2	0.775	0.566	11.0	-6.661	1.0	0.283	0.0381	0.000341	0.127	0.479	160.351	audio_features	11XegnWeJHBDtj9IsNwngu	https://api.spotify.com/v1/tracks/11XegnWeJHBDtj9IsNwngu	https://api.spotify.com/v1/audio-analysis/11XegnWeJHBDtj9IsNwngu	231831.0	4.0		Sean
60	21 Savage	Said N Done	spotify:track:11XegnWeJHBDtj9IsNwngu	2	0.775	0.566	11.0	-6.661	1.0	0.283	0.0381	0.000341	0.127	0.479	160.351	audio_features	11XegnWeJHBDtj9IsNwngu	https://api.spotify.com/v1/tracks/11XegnWeJHBDtj9IsNwngu	https://api.spotify.com/v1/audio-analysis/11XegnWeJHBDtj9IsNwngu	231831.0	4.0		Sean
61	21 Savage	Slidin	spotify:track:7fxSLnklnayJNBIKntXedZ	1	0.774	0.706	2.0	-6.494	1.0	0.355	0.00163	1.28e-06	0.104	0.382	152.891	audio_features	7fxSLnklnayJNBIKntXedZ	https://api.spotify.com/v1/tracks/7fxSLnklnayJNBIKntXedZ	https://api.spotify.com/v1/audio-analysis/7fxSLnklnayJNBIKntXedZ	185037.0	4.0		Sean
62	21 Savage	X (feat. Future)	spotify:track:6fwdbPMwP1zVStm8FybmkO	3	0.835	0.413	1.0	-9.81	1.0	0.396	0.373	0.00133	0.101	0.111	149.004	audio_features	6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO	258880.0	4.0		Sean
63	21 Savage	X (feat. Future)	spotify:track:6fwdbPMwP1zVStm8FybmkO	3	0.835	0.413	1.0	-9.81	1.0	0.396	0.373	0.00133	0.101	0.111	149.004	audio_features	6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO	https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO	258880.0	4.0		Sean
